age,ed,employ,address,income,debtinc,creddebt,othdebt,Inadimplente
41.000000,1.000000,4.000000,19.000000,25.000000,10.100000,1.060500,1.464500,0.000000
39.000000,1.000000,19.000000,15.000000,60.000000,27.100000,9.593400,6.666600,1.000000
37.000000,1.000000,18.000000,8.000000,54.000000,12.100000,4.593402,1.940598,0.000000
29.000000,1.000000,2.000000,0.000000,14.000000,14.400000,0.586656,1.429344,1.000000
42.000000,1.000000,6.000000,9.000000,31.000000,11.600000,1.024860,2.571140,0.000000
31.000000,4.000000,1.000000,6.000000,29.000000,11.100000,1.065489,2.153511,0.000000
36.000000,1.000000,4.000000,15.000000,17.000000,17.300000,0.520557,2.420443,0.000000
39.000000,1.000000,16.000000,4.000000,52.000000,20.000000,4.160000,6.240000,0.000000
23.000000,4.000000,0.000000,2.000000,23.000000,6.700000,0.468464,1.072536,0.000000
39.000000,1.000000,4.000000,15.000000,33.000000,7.000000,0.397320,1.912680,0.000000
27.000000,3.000000,4.000000,1.000000,40.000000,3.100000,0.283960,0.956040,1.000000
24.000000,1.000000,8.000000,4.000000,24.000000,5.000000,0.381600,0.818400,0.000000
27.000000,3.000000,3.000000,4.000000,45.000000,11.000000,0.292050,4.657950,1.000000
41.000000,1.000000,16.000000,22.000000,49.000000,1.600000,0.431200,0.352800,0.000000
38.000000,1.000000,0.000000,8.000000,23.000000,8.100000,0.897966,0.965034,1.000000
40.000000,2.000000,5.000000,12.000000,35.000000,16.400000,1.584240,4.155760,1.000000
54.000000,1.000000,25.000000,12.000000,120.000000,26.500000,14.596200,17.203800,1.000000
40.000000,1.000000,12.000000,6.000000,89.000000,17.400000,2.771994,12.714006,0.000000
40.000000,1.000000,2.000000,4.000000,32.000000,3.700000,0.853664,0.330336,0.000000
29.000000,1.000000,1.000000,8.000000,31.000000,8.000000,0.156240,2.323760,0.000000
30.000000,1.000000,8.000000,6.000000,23.000000,12.000000,0.761760,1.998240,0.000000
29.000000,1.000000,1.000000,1.000000,18.000000,1.100000,0.029898,0.168102,0.000000
29.000000,3.000000,3.000000,3.000000,50.000000,2.400000,0.259200,0.940800,1.000000
28.000000,4.000000,2.000000,4.000000,41.000000,2.500000,0.459200,0.565800,1.000000
28.000000,4.000000,0.000000,5.000000,38.000000,10.400000,0.636272,3.315728,0.000000
39.000000,2.000000,16.000000,9.000000,89.000000,14.300000,5.001711,7.725289,0.000000
32.000000,1.000000,11.000000,2.000000,53.000000,3.300000,0.089199,1.659801,0.000000
36.000000,2.000000,7.000000,16.000000,43.000000,15.400000,2.648800,3.973200,0.000000
39.000000,1.000000,20.000000,12.000000,39.000000,8.200000,0.773916,2.424084,0.000000
28.000000,3.000000,6.000000,8.000000,47.000000,19.800000,5.574294,3.731706,1.000000
28.000000,1.000000,4.000000,2.000000,28.000000,14.200000,0.437360,3.538640,1.000000
46.000000,1.000000,6.000000,19.000000,31.000000,12.200000,1.985550,1.796450,0.000000
30.000000,2.000000,4.000000,8.000000,15.000000,6.500000,0.350025,0.624975,0.000000
39.000000,2.000000,15.000000,19.000000,32.000000,4.900000,0.421792,1.146208,0.000000
40.000000,3.000000,5.000000,3.000000,220.000000,16.000000,8.166400,27.033600,1.000000
44.000000,2.000000,18.000000,4.000000,74.000000,13.400000,4.521696,5.394304,0.000000
30.000000,1.000000,0.000000,8.000000,19.000000,16.600000,0.624492,2.529508,1.000000
24.000000,2.000000,3.000000,0.000000,19.000000,4.300000,0.358663,0.458337,0.000000
32.000000,1.000000,10.000000,13.000000,32.000000,11.300000,1.167968,2.448032,0.000000
29.000000,2.000000,3.000000,8.000000,15.000000,2.600000,0.146640,0.243360,0.000000
40.000000,2.000000,2.000000,1.000000,36.000000,3.800000,0.277704,1.090296,0.000000
41.000000,2.000000,8.000000,21.000000,43.000000,0.700000,0.085785,0.215215,0.000000
22.000000,1.000000,1.000000,3.000000,17.000000,18.600000,0.806310,2.355690,0.000000
38.000000,1.000000,10.000000,8.000000,34.000000,1.200000,0.036312,0.371688,0.000000
37.000000,2.000000,6.000000,13.000000,62.000000,8.500000,1.185750,4.084250,0.000000
41.000000,3.000000,18.000000,6.000000,71.000000,15.700000,6.565583,4.581417,1.000000
41.000000,3.000000,7.000000,6.000000,56.000000,14.500000,0.373520,7.746480,1.000000
39.000000,1.000000,2.000000,15.000000,22.000000,23.100000,1.915914,3.166086,1.000000
24.000000,2.000000,0.000000,2.000000,15.000000,16.100000,0.321195,2.093805,1.000000
32.000000,3.000000,9.000000,10.000000,51.000000,23.000000,2.686170,9.043830,0.000000
21.000000,3.000000,0.000000,1.000000,26.000000,7.700000,1.529528,0.472472,0.000000
29.000000,1.000000,13.000000,7.000000,27.000000,2.300000,0.068931,0.552069,0.000000
35.000000,2.000000,14.000000,3.000000,82.000000,0.800000,0.468384,0.187616,0.000000
29.000000,1.000000,6.000000,7.000000,21.000000,18.100000,1.109892,2.691108,0.000000
41.000000,2.000000,2.000000,22.000000,30.000000,6.700000,0.112560,1.897440,0.000000
37.000000,1.000000,0.000000,18.000000,18.000000,12.900000,1.583604,0.738396,1.000000
32.000000,2.000000,3.000000,13.000000,47.000000,1.900000,0.428640,0.464360,0.000000
36.000000,5.000000,5.000000,12.000000,20.000000,8.100000,0.729000,0.891000,0.000000
39.000000,2.000000,18.000000,9.000000,44.000000,2.100000,0.367752,0.556248,0.000000
36.000000,1.000000,18.000000,9.000000,67.000000,11.200000,5.245296,2.258704,0.000000
46.000000,3.000000,22.000000,4.000000,99.000000,2.300000,0.826551,1.450449,0.000000
34.000000,1.000000,13.000000,11.000000,51.000000,9.600000,1.875168,3.020832,0.000000
27.000000,1.000000,7.000000,4.000000,26.000000,9.100000,0.641186,1.724814,0.000000
43.000000,1.000000,8.000000,11.000000,45.000000,3.300000,0.677160,0.807840,0.000000
33.000000,1.000000,14.000000,8.000000,72.000000,41.300000,15.016680,14.719320,1.000000
39.000000,2.000000,20.000000,17.000000,101.000000,1.400000,0.340774,1.073226,0.000000
29.000000,1.000000,1.000000,4.000000,17.000000,2.500000,0.131750,0.293250,0.000000
34.000000,4.000000,7.000000,15.000000,40.000000,6.400000,0.949760,1.610240,0.000000
26.000000,1.000000,1.000000,0.000000,21.000000,4.900000,0.608139,0.420861,0.000000
31.000000,1.000000,15.000000,2.000000,60.000000,4.800000,0.803520,2.076480,0.000000
26.000000,1.000000,10.000000,6.000000,24.000000,2.700000,0.311040,0.336960,0.000000
28.000000,1.000000,12.000000,7.000000,45.000000,7.700000,1.853775,1.611225,0.000000
48.000000,1.000000,13.000000,20.000000,50.000000,30.800000,6.113800,9.286200,1.000000
39.000000,2.000000,2.000000,12.000000,46.000000,16.000000,4.003840,3.356160,1.000000
37.000000,1.000000,3.000000,3.000000,25.000000,3.700000,0.275650,0.649350,0.000000
52.000000,5.000000,9.000000,0.000000,70.000000,9.400000,1.329160,5.250840,1.000000
48.000000,1.000000,3.000000,11.000000,27.000000,21.300000,1.403244,4.347756,0.000000
26.000000,1.000000,7.000000,3.000000,22.000000,5.100000,0.208692,0.913308,0.000000
46.000000,5.000000,15.000000,0.000000,126.000000,3.100000,0.476532,3.429468,0.000000
31.000000,1.000000,7.000000,10.000000,23.000000,4.900000,0.225400,0.901600,0.000000
34.000000,1.000000,13.000000,8.000000,56.000000,6.100000,0.864248,2.551752,0.000000
40.000000,1.000000,22.000000,4.000000,95.000000,3.600000,0.632700,2.787300,0.000000
24.000000,3.000000,2.000000,5.000000,16.000000,6.400000,0.270336,0.753664,1.000000
33.000000,1.000000,2.000000,14.000000,44.000000,3.100000,0.525140,0.838860,0.000000
53.000000,4.000000,5.000000,29.000000,78.000000,17.300000,6.935916,6.558084,1.000000
47.000000,3.000000,9.000000,1.000000,52.000000,20.100000,2.539836,7.912164,1.000000
35.000000,1.000000,5.000000,5.000000,32.000000,13.000000,0.174720,3.985280,0.000000
34.000000,1.000000,14.000000,8.000000,28.000000,17.000000,1.137640,3.622360,0.000000
49.000000,1.000000,11.000000,5.000000,39.000000,10.100000,2.457936,1.481064,0.000000
26.000000,2.000000,0.000000,7.000000,28.000000,9.300000,1.270752,1.333248,0.000000
23.000000,1.000000,2.000000,2.000000,16.000000,9.600000,0.804864,0.731136,1.000000
23.000000,2.000000,0.000000,4.000000,21.000000,8.700000,0.454923,1.372077,0.000000
38.000000,2.000000,4.000000,13.000000,56.000000,1.600000,0.441728,0.454272,0.000000
28.000000,2.000000,5.000000,2.000000,37.000000,8.300000,1.123986,1.947014,0.000000
30.000000,3.000000,0.000000,8.000000,65.000000,29.700000,3.899610,15.405390,1.000000
34.000000,1.000000,18.000000,10.000000,34.000000,15.400000,2.099636,3.136364,0.000000
50.000000,2.000000,16.000000,14.000000,71.000000,11.100000,1.662891,6.218109,0.000000
29.000000,1.000000,12.000000,2.000000,40.000000,6.700000,1.632120,1.047880,0.000000
42.000000,3.000000,0.000000,9.000000,64.000000,6.600000,0.278784,3.945216,0.000000
31.000000,1.000000,13.000000,12.000000,27.000000,5.000000,0.237600,1.112400,0.000000
39.000000,1.000000,10.000000,4.000000,31.000000,4.800000,0.184512,1.303488,0.000000
45.000000,2.000000,21.000000,26.000000,132.000000,3.000000,2.558160,1.401840,0.000000
45.000000,1.000000,22.000000,24.000000,91.000000,11.700000,1.256346,9.390654,0.000000
36.000000,1.000000,14.000000,17.000000,53.000000,5.700000,1.888125,1.132875,0.000000
25.000000,4.000000,0.000000,6.000000,24.000000,12.100000,1.597200,1.306800,1.000000
29.000000,2.000000,1.000000,7.000000,29.000000,21.200000,2.330092,3.817908,1.000000
30.000000,2.000000,8.000000,4.000000,56.000000,6.400000,0.333312,3.250688,0.000000
31.000000,1.000000,1.000000,1.000000,24.000000,4.500000,0.217080,0.862920,0.000000
43.000000,1.000000,4.000000,2.000000,29.000000,4.600000,0.053360,1.280640,0.000000
32.000000,2.000000,11.000000,4.000000,57.000000,23.800000,5.439966,8.126034,1.000000
47.000000,1.000000,19.000000,7.000000,50.000000,30.100000,3.175550,11.874450,0.000000
46.000000,1.000000,1.000000,15.000000,21.000000,14.800000,1.376844,1.731156,1.000000
43.000000,2.000000,16.000000,10.000000,83.000000,4.100000,0.258628,3.144372,0.000000
48.000000,1.000000,3.000000,7.000000,24.000000,7.000000,0.764400,0.915600,0.000000
30.000000,3.000000,8.000000,7.000000,61.000000,2.800000,0.549976,1.158024,0.000000
23.000000,4.000000,0.000000,4.000000,32.000000,18.400000,0.818432,5.069568,1.000000
36.000000,4.000000,8.000000,0.000000,32.000000,1.600000,0.024576,0.487424,0.000000
20.000000,3.000000,0.000000,1.000000,17.000000,2.300000,0.043792,0.347208,0.000000
43.000000,1.000000,16.000000,7.000000,89.000000,0.400000,0.159488,0.196512,0.000000
23.000000,1.000000,2.000000,1.000000,25.000000,4.500000,0.123750,1.001250,1.000000
41.000000,1.000000,21.000000,2.000000,76.000000,20.500000,6.948680,8.631320,0.000000
34.000000,1.000000,12.000000,5.000000,68.000000,25.100000,7.817144,9.250856,1.000000
50.000000,1.000000,11.000000,5.000000,36.000000,4.800000,0.834624,0.893376,0.000000
40.000000,1.000000,9.000000,4.000000,64.000000,6.600000,0.789888,3.434112,0.000000
29.000000,2.000000,0.000000,8.000000,22.000000,12.900000,1.038708,1.799292,1.000000
39.000000,2.000000,9.000000,16.000000,56.000000,18.700000,4.764760,5.707240,0.000000
24.000000,2.000000,1.000000,2.000000,42.000000,5.700000,0.837900,1.556100,0.000000
27.000000,1.000000,0.000000,5.000000,16.000000,1.100000,0.130416,0.045584,0.000000
40.000000,3.000000,18.000000,14.000000,157.000000,6.600000,3.326202,7.035798,0.000000
32.000000,2.000000,8.000000,2.000000,45.000000,3.700000,0.982350,0.682650,0.000000
39.000000,2.000000,16.000000,12.000000,53.000000,3.700000,0.694194,1.266806,0.000000
40.000000,1.000000,22.000000,1.000000,100.000000,14.600000,5.402000,9.198000,0.000000
32.000000,1.000000,10.000000,11.000000,42.000000,9.100000,1.540266,2.281734,0.000000
39.000000,1.000000,23.000000,1.000000,75.000000,18.900000,3.132675,11.042325,0.000000
24.000000,1.000000,3.000000,3.000000,21.000000,28.900000,2.682498,3.386502,1.000000
43.000000,4.000000,18.000000,14.000000,446.000000,6.500000,16.031470,12.958530,1.000000
56.000000,1.000000,11.000000,20.000000,59.000000,15.000000,4.672800,4.177200,0.000000
32.000000,3.000000,5.000000,9.000000,23.000000,4.500000,0.326025,0.708975,0.000000
42.000000,1.000000,7.000000,12.000000,25.000000,10.200000,1.629450,0.920550,0.000000
46.000000,3.000000,3.000000,13.000000,43.000000,13.200000,3.042336,2.633664,1.000000
31.000000,1.000000,2.000000,2.000000,22.000000,16.400000,1.739056,1.868944,1.000000
43.000000,1.000000,25.000000,16.000000,242.000000,2.600000,1.635920,4.656080,0.000000
28.000000,2.000000,6.000000,9.000000,22.000000,11.500000,0.650210,1.879790,0.000000
39.000000,3.000000,11.000000,17.000000,39.000000,12.900000,2.560779,2.470221,0.000000
39.000000,1.000000,0.000000,8.000000,39.000000,7.900000,1.066026,2.014974,0.000000
37.000000,4.000000,1.000000,14.000000,33.000000,16.100000,2.693691,2.619309,1.000000
30.000000,1.000000,0.000000,11.000000,17.000000,12.000000,0.303960,1.736040,0.000000
37.000000,5.000000,9.000000,16.000000,177.000000,5.900000,0.887655,9.555345,0.000000
22.000000,1.000000,4.000000,3.000000,14.000000,17.500000,0.225400,2.224600,0.000000
50.000000,1.000000,1.000000,26.000000,26.000000,14.300000,1.851564,1.866436,0.000000
30.000000,1.000000,10.000000,2.000000,19.000000,4.400000,0.336072,0.499928,0.000000
39.000000,1.000000,8.000000,0.000000,21.000000,4.000000,0.276360,0.563640,0.000000
21.000000,2.000000,0.000000,2.000000,21.000000,12.500000,0.488250,2.136750,1.000000
31.000000,3.000000,9.000000,2.000000,28.000000,2.600000,0.121576,0.606424,0.000000
31.000000,2.000000,9.000000,1.000000,30.000000,5.800000,0.602040,1.137960,0.000000
48.000000,1.000000,0.000000,23.000000,30.000000,22.300000,2.662620,4.027380,0.000000
28.000000,1.000000,4.000000,1.000000,16.000000,23.800000,1.085280,2.722720,0.000000
47.000000,3.000000,16.000000,26.000000,221.000000,17.600000,15.791776,23.104224,1.000000
27.000000,2.000000,6.000000,1.000000,34.000000,4.400000,0.237864,1.258136,0.000000
29.000000,2.000000,6.000000,10.000000,65.000000,18.400000,1.985360,9.974640,0.000000
21.000000,2.000000,2.000000,0.000000,20.000000,4.500000,0.290700,0.609300,1.000000
29.000000,1.000000,7.000000,5.000000,20.000000,19.800000,1.005840,2.954160,1.000000
24.000000,4.000000,0.000000,3.000000,29.000000,6.600000,0.589512,1.324488,1.000000
44.000000,1.000000,12.000000,3.000000,31.000000,9.700000,0.357833,2.649167,0.000000
22.000000,1.000000,1.000000,0.000000,18.000000,4.400000,0.270072,0.521928,0.000000
38.000000,2.000000,13.000000,0.000000,59.000000,2.400000,0.407808,1.008192,0.000000
52.000000,2.000000,12.000000,16.000000,76.000000,7.700000,0.994840,4.857160,0.000000
25.000000,1.000000,3.000000,2.000000,18.000000,16.300000,0.352080,2.581920,1.000000
25.000000,1.000000,5.000000,5.000000,22.000000,10.900000,0.402864,1.995136,0.000000
51.000000,2.000000,27.000000,21.000000,166.000000,11.500000,0.820870,18.269130,0.000000
38.000000,1.000000,21.000000,16.000000,58.000000,16.500000,4.584030,4.985970,0.000000
44.000000,1.000000,9.000000,20.000000,33.000000,5.200000,0.545688,1.170312,0.000000
24.000000,2.000000,2.000000,3.000000,26.000000,9.700000,0.887744,1.634256,1.000000
34.000000,1.000000,5.000000,3.000000,33.000000,7.300000,0.778107,1.630893,0.000000
25.000000,2.000000,6.000000,2.000000,26.000000,4.500000,0.070200,1.099800,0.000000
45.000000,3.000000,5.000000,17.000000,94.000000,10.500000,3.612420,6.257580,1.000000
34.000000,2.000000,4.000000,10.000000,25.000000,5.800000,0.569850,0.880150,0.000000
27.000000,4.000000,2.000000,8.000000,23.000000,5.700000,0.319884,0.991116,1.000000
33.000000,2.000000,10.000000,13.000000,57.000000,20.900000,6.111369,5.801631,1.000000
35.000000,2.000000,0.000000,16.000000,22.000000,15.000000,1.970100,1.329900,1.000000
50.000000,2.000000,15.000000,31.000000,60.000000,1.100000,0.467940,0.192060,0.000000
33.000000,1.000000,13.000000,13.000000,42.000000,3.600000,0.228312,1.283688,0.000000
41.000000,3.000000,13.000000,13.000000,91.000000,25.200000,2.316132,20.615868,1.000000
28.000000,1.000000,0.000000,2.000000,28.000000,33.300000,2.284380,7.039620,1.000000
38.000000,3.000000,12.000000,14.000000,63.000000,16.000000,5.715360,4.364640,1.000000
25.000000,1.000000,3.000000,2.000000,16.000000,17.800000,1.011040,1.836960,1.000000
47.000000,2.000000,4.000000,9.000000,33.000000,7.100000,1.194930,1.148070,1.000000
30.000000,2.000000,12.000000,9.000000,98.000000,7.200000,2.935296,4.120704,0.000000
44.000000,2.000000,12.000000,5.000000,86.000000,13.000000,1.475760,9.704240,0.000000
25.000000,1.000000,0.000000,2.000000,18.000000,18.900000,0.513702,2.888298,1.000000
41.000000,2.000000,6.000000,0.000000,36.000000,19.500000,4.513860,2.506140,1.000000
22.000000,3.000000,0.000000,1.000000,18.000000,7.700000,0.478170,0.907830,0.000000
35.000000,2.000000,3.000000,11.000000,40.000000,17.200000,1.802560,5.077440,1.000000
42.000000,5.000000,6.000000,23.000000,190.000000,7.800000,3.156660,11.663340,0.000000
38.000000,1.000000,3.000000,19.000000,23.000000,14.700000,0.831726,2.549274,0.000000
23.000000,2.000000,1.000000,3.000000,18.000000,18.700000,0.885258,2.480742,1.000000
28.000000,3.000000,2.000000,5.000000,30.000000,19.900000,1.522350,4.447650,0.000000
52.000000,1.000000,19.000000,25.000000,89.000000,4.700000,0.397385,3.785615,0.000000
25.000000,1.000000,9.000000,2.000000,20.000000,3.500000,0.105000,0.595000,0.000000
28.000000,2.000000,1.000000,4.000000,16.000000,14.700000,0.573888,1.778112,0.000000
43.000000,1.000000,19.000000,11.000000,79.000000,7.500000,0.782100,5.142900,0.000000
24.000000,2.000000,3.000000,1.000000,24.000000,19.100000,2.172816,2.411184,0.000000
34.000000,3.000000,13.000000,7.000000,52.000000,9.200000,1.497392,3.286608,0.000000
29.000000,2.000000,6.000000,9.000000,25.000000,4.200000,0.584850,0.465150,0.000000
31.000000,1.000000,6.000000,9.000000,21.000000,8.300000,0.728574,1.014426,0.000000
42.000000,2.000000,14.000000,1.000000,48.000000,8.600000,1.201248,2.926752,1.000000
49.000000,2.000000,11.000000,1.000000,51.000000,15.000000,0.543150,7.106850,0.000000
39.000000,1.000000,22.000000,9.000000,73.000000,14.300000,3.726723,6.712277,0.000000
45.000000,3.000000,0.000000,19.000000,22.000000,4.200000,0.030492,0.893508,0.000000
41.000000,1.000000,7.000000,22.000000,32.000000,2.900000,0.072384,0.855616,0.000000
29.000000,2.000000,9.000000,0.000000,46.000000,1.600000,0.241408,0.494592,0.000000
35.000000,3.000000,7.000000,5.000000,38.000000,15.100000,1.382858,4.355142,0.000000
27.000000,2.000000,5.000000,6.000000,25.000000,6.800000,0.705500,0.994500,0.000000
28.000000,1.000000,4.000000,7.000000,19.000000,4.100000,0.286672,0.492328,0.000000
48.000000,1.000000,17.000000,22.000000,66.000000,3.200000,1.467840,0.644160,0.000000
24.000000,1.000000,2.000000,5.000000,18.000000,6.000000,0.528120,0.551880,0.000000
31.000000,1.000000,6.000000,12.000000,33.000000,4.200000,0.145530,1.240470,0.000000
43.000000,1.000000,10.000000,9.000000,69.000000,6.400000,0.410688,4.005312,0.000000
42.000000,1.000000,3.000000,10.000000,24.000000,10.600000,0.666528,1.877472,0.000000
51.000000,2.000000,31.000000,14.000000,249.000000,7.800000,4.272840,15.149160,0.000000
22.000000,1.000000,4.000000,3.000000,19.000000,23.100000,1.887270,2.501730,1.000000
37.000000,1.000000,6.000000,10.000000,31.000000,11.700000,1.701063,1.925937,1.000000
22.000000,3.000000,1.000000,3.000000,25.000000,13.800000,1.976850,1.473150,1.000000
49.000000,2.000000,2.000000,13.000000,20.000000,16.900000,0.378560,3.001440,1.000000
29.000000,1.000000,9.000000,8.000000,30.000000,8.200000,0.154980,2.305020,0.000000
42.000000,1.000000,2.000000,16.000000,30.000000,9.700000,1.472460,1.437540,0.000000
34.000000,1.000000,15.000000,0.000000,67.000000,13.200000,3.741012,5.102988,0.000000
34.000000,2.000000,9.000000,7.000000,27.000000,1.700000,0.295137,0.163863,0.000000
32.000000,2.000000,5.000000,5.000000,43.000000,15.000000,1.806000,4.644000,1.000000
42.000000,2.000000,18.000000,23.000000,66.000000,9.600000,1.641024,4.694976,0.000000
24.000000,1.000000,3.000000,0.000000,14.000000,16.100000,0.838488,1.415512,1.000000
34.000000,1.000000,16.000000,9.000000,48.000000,7.600000,1.473792,2.174208,0.000000
26.000000,1.000000,10.000000,2.000000,32.000000,4.700000,0.126336,1.377664,0.000000
30.000000,2.000000,12.000000,9.000000,68.000000,20.100000,2.856612,10.811388,0.000000
32.000000,1.000000,4.000000,3.000000,16.000000,28.500000,0.893760,3.666240,1.000000
38.000000,3.000000,13.000000,18.000000,25.000000,5.700000,0.343425,1.081575,0.000000
43.000000,2.000000,10.000000,24.000000,37.000000,8.500000,0.676175,2.468825,0.000000
31.000000,2.000000,9.000000,8.000000,53.000000,13.500000,1.194885,5.960115,0.000000
37.000000,4.000000,10.000000,18.000000,123.000000,17.300000,3.021618,18.257382,0.000000
37.000000,2.000000,4.000000,11.000000,20.000000,21.700000,0.173600,4.166400,1.000000
41.000000,3.000000,12.000000,11.000000,86.000000,26.500000,4.991010,17.798990,1.000000
32.000000,1.000000,0.000000,4.000000,20.000000,3.000000,0.263400,0.336600,1.000000
22.000000,2.000000,0.000000,1.000000,35.000000,9.000000,0.781200,2.368800,1.000000
32.000000,2.000000,12.000000,3.000000,63.000000,18.200000,5.549544,5.916456,0.000000
47.000000,2.000000,17.000000,23.000000,41.000000,9.500000,0.455715,3.439285,0.000000
40.000000,1.000000,21.000000,21.000000,46.000000,6.200000,0.966828,1.885172,0.000000
31.000000,1.000000,8.000000,1.000000,22.000000,6.700000,0.369974,1.104026,0.000000
34.000000,3.000000,7.000000,0.000000,27.000000,2.200000,0.125334,0.468666,0.000000
52.000000,4.000000,13.000000,17.000000,234.000000,7.700000,7.387380,10.630620,0.000000
28.000000,1.000000,2.000000,2.000000,17.000000,2.500000,0.199325,0.225675,1.000000
38.000000,3.000000,15.000000,18.000000,63.000000,13.400000,5.090526,3.351474,0.000000
33.000000,2.000000,10.000000,4.000000,26.000000,3.100000,0.030628,0.775372,0.000000
39.000000,2.000000,9.000000,12.000000,32.000000,6.600000,1.429824,0.682176,0.000000
47.000000,3.000000,23.000000,11.000000,115.000000,4.000000,0.653200,3.946800,0.000000
36.000000,2.000000,11.000000,8.000000,49.000000,1.300000,0.272636,0.364364,0.000000
29.000000,3.000000,7.000000,2.000000,84.000000,13.600000,6.911520,4.512480,1.000000
48.000000,4.000000,14.000000,10.000000,59.000000,16.500000,4.935645,4.799355,1.000000
38.000000,3.000000,12.000000,18.000000,64.000000,5.800000,0.894592,2.817408,0.000000
46.000000,2.000000,9.000000,26.000000,15.000000,4.300000,0.014835,0.630165,0.000000
27.000000,3.000000,5.000000,4.000000,42.000000,19.900000,2.707992,5.650008,1.000000
54.000000,1.000000,18.000000,34.000000,114.000000,8.500000,3.294600,6.395400,0.000000
27.000000,4.000000,0.000000,0.000000,25.000000,12.700000,1.419225,1.755775,1.000000
23.000000,1.000000,1.000000,0.000000,17.000000,1.600000,0.011696,0.260304,0.000000
41.000000,1.000000,23.000000,2.000000,91.000000,13.700000,0.573482,11.893518,0.000000
24.000000,1.000000,3.000000,5.000000,15.000000,11.300000,0.072885,1.622115,1.000000
28.000000,1.000000,9.000000,0.000000,22.000000,27.700000,5.283498,0.810502,1.000000
26.000000,1.000000,0.000000,0.000000,14.000000,10.500000,0.255780,1.214220,0.000000
24.000000,1.000000,8.000000,0.000000,17.000000,5.600000,0.569296,0.382704,1.000000
49.000000,2.000000,22.000000,4.000000,79.000000,7.300000,0.288350,5.478650,0.000000
28.000000,2.000000,3.000000,1.000000,36.000000,8.600000,0.383904,2.712096,0.000000
38.000000,1.000000,6.000000,17.000000,18.000000,13.000000,0.131040,2.208960,0.000000
33.000000,2.000000,2.000000,9.000000,37.000000,4.500000,0.834165,0.830835,0.000000
26.000000,1.000000,8.000000,4.000000,25.000000,4.700000,0.210325,0.964675,0.000000
36.000000,1.000000,9.000000,1.000000,40.000000,9.800000,1.975680,1.944320,0.000000
37.000000,3.000000,16.000000,14.000000,50.000000,36.600000,7.320000,10.980000,1.000000
25.000000,4.000000,0.000000,1.000000,18.000000,33.400000,2.801592,3.210408,1.000000
29.000000,1.000000,9.000000,2.000000,33.000000,4.800000,0.693792,0.890208,0.000000
27.000000,2.000000,8.000000,4.000000,38.000000,6.900000,0.364458,2.257542,0.000000
45.000000,1.000000,17.000000,0.000000,62.000000,15.000000,2.436600,6.863400,0.000000
37.000000,1.000000,9.000000,8.000000,57.000000,5.500000,1.357455,1.777545,0.000000
29.000000,2.000000,3.000000,6.000000,26.000000,6.100000,0.537654,1.048346,1.000000
51.000000,1.000000,10.000000,1.000000,44.000000,13.200000,4.960032,0.847968,1.000000
22.000000,3.000000,0.000000,0.000000,23.000000,8.400000,0.372876,1.559124,1.000000
30.000000,4.000000,7.000000,10.000000,30.000000,15.700000,0.263760,4.446240,0.000000
31.000000,1.000000,7.000000,2.000000,20.000000,12.300000,0.110700,2.349300,0.000000
28.000000,1.000000,2.000000,0.000000,18.000000,14.800000,1.939392,0.724608,1.000000
35.000000,1.000000,10.000000,16.000000,39.000000,5.700000,0.217854,2.005146,0.000000
25.000000,4.000000,1.000000,1.000000,34.000000,8.500000,0.132940,2.757060,1.000000
32.000000,2.000000,5.000000,0.000000,28.000000,14.800000,2.594144,1.549856,1.000000
33.000000,1.000000,2.000000,10.000000,24.000000,9.600000,1.041408,1.262592,0.000000
28.000000,2.000000,3.000000,4.000000,41.000000,25.100000,5.896743,4.394257,1.000000
46.000000,3.000000,4.000000,17.000000,73.000000,5.400000,2.223288,1.718712,0.000000
41.000000,1.000000,24.000000,12.000000,83.000000,14.000000,6.588540,5.031460,0.000000
42.000000,2.000000,11.000000,5.000000,73.000000,6.800000,2.869192,2.094808,0.000000
41.000000,4.000000,9.000000,13.000000,47.000000,5.000000,0.437100,1.912900,0.000000
26.000000,1.000000,3.000000,5.000000,29.000000,25.700000,2.526567,4.926433,1.000000
47.000000,1.000000,27.000000,8.000000,113.000000,9.200000,2.380684,8.015316,0.000000
29.000000,1.000000,1.000000,3.000000,18.000000,25.600000,1.981440,2.626560,1.000000
34.000000,1.000000,3.000000,14.000000,36.000000,4.700000,0.624348,1.067652,0.000000
36.000000,1.000000,7.000000,2.000000,43.000000,6.200000,1.039740,1.626260,0.000000
38.000000,2.000000,7.000000,4.000000,64.000000,3.000000,0.650880,1.269120,0.000000
41.000000,2.000000,4.000000,14.000000,26.000000,19.200000,1.472640,3.519360,1.000000
46.000000,1.000000,9.000000,23.000000,31.000000,13.800000,1.617084,2.660916,0.000000
40.000000,3.000000,3.000000,15.000000,55.000000,16.500000,1.751475,7.323525,1.000000
44.000000,2.000000,17.000000,0.000000,129.000000,2.500000,0.551475,2.673525,0.000000
35.000000,3.000000,10.000000,15.000000,39.000000,10.400000,1.602120,2.453880,0.000000
36.000000,1.000000,20.000000,15.000000,60.000000,5.400000,1.056240,2.183760,0.000000
28.000000,2.000000,0.000000,3.000000,30.000000,4.800000,0.120960,1.319040,1.000000
29.000000,2.000000,6.000000,7.000000,18.000000,5.100000,0.449820,0.468180,1.000000
23.000000,2.000000,3.000000,3.000000,22.000000,11.400000,1.274064,1.233936,1.000000
